transaction_id,customer_id,transaction_amount,payment_method,device_type,location,merchant_category,is_international,account_age_days,fraud_flag,transaction_timestamp,transaction_frequency_24h,avg_transaction_amount_7d,unusual_amount_flag,multiple_transactions_short_time,velocity_flag,risk_score,fraud_risk
T0000980,C01180,61.2,"Debit Card",Tablet,Australia,Travel,0,582,0,"2026-04-14 19:56:00",0,NULL,0,0,0,0,Low
T0000981,C14113,181.69,"Credit Card",Tablet,India,Gaming,1,65,1,"2026-02-21 19:56:00",0,NULL,0,0,0,0,Low
T0000982,C22120,11.6,"Google Pay",Desktop,Germany,Electronics,1,1604,0,"2025-08-22 19:56:00",0,NULL,0,0,0,0,Low
T0000983,C12825,108.42,PayPal,Tablet,India,Groceries,1,39,1,"2025-12-17 19:56:00",0,NULL,0,0,0,0,Low
T0000984,C02013,238.94,"Google Pay",Mobile,Canada,Electronics,0,726,1,"2026-04-16 19:56:00",0,NULL,0,0,0,0,Low
T0000985,C25074,100.71,PayPal,Desktop,USA,Groceries,1,1923,1,"2025-06-14 19:56:00",0,NULL,0,0,0,0,Low
T0000986,C13499,189.34,"Debit Card",Tablet,UK,Luxury,0,1729,0,"2025-11-02 19:56:00",0,NULL,0,0,0,0,Low
T0000987,C10227,51.24,"Credit Card",Tablet,USA,Groceries,0,1621,0,"2025-07-01 19:56:00",0,NULL,0,0,0,0,Low
T0000988,C05564,88.98,"Apple Pay",Mobile,India,Groceries,1,1866,0,"2026-04-20 19:56:00",0,NULL,0,0,0,0,Low
T0000989,C00669,17.8,"Apple Pay",Tablet,USA,Gaming,1,1368,1,"2025-05-09 19:56:00",0,NULL,0,0,0,0,Low
T0000990,C12790,206.24,PayPal,Desktop,USA,Travel,0,538,0,"2025-11-16 19:56:00",0,NULL,0,0,0,0,Low
T0000991,C16475,97.79,"Apple Pay",Mobile,Germany,Fashion,1,505,1,"2025-05-24 19:56:00",0,NULL,0,0,0,0,Low
T0000992,C16285,78.96,PayPal,Tablet,UK,Electronics,0,664,0,"2025-06-09 19:56:00",0,NULL,0,0,0,0,Low
T0000993,C09743,208.22,"Google Pay",Mobile,Germany,Electronics,1,1025,1,"2025-07-11 19:56:00",0,NULL,0,0,0,0,Low
T0000994,C19395,323.57,PayPal,Mobile,Germany,Electronics,1,1850,1,"2025-11-09 19:56:00",0,NULL,0,0,0,0,Low
T0000995,C21350,65.52,"Debit Card",Desktop,Australia,Travel,1,995,1,"2025-11-27 19:56:00",0,NULL,0,0,0,0,Low
T0000996,C13183,62.86,"Credit Card",Tablet,Germany,Luxury,1,155,0,"2025-12-23 19:56:00",0,NULL,0,0,0,0,Low
T0000997,C23047,48.44,"Apple Pay",Tablet,India,Groceries,0,912,0,"2025-08-09 19:56:00",0,NULL,0,0,0,0,Low
T0000998,C20904,64.89,"Google Pay",Tablet,Australia,Fashion,1,760,0,"2025-08-01 19:56:00",0,NULL,0,0,0,0,Low
T0000999,C11937,130.09,"Apple Pay",Mobile,UK,Groceries,0,1645,1,"2025-09-06 19:56:00",0,NULL,0,0,0,0,Low
T0001000,C28187,137.24,"Debit Card",Desktop,Canada,Groceries,0,390,1,"2026-03-29 19:56:00",0,NULL,0,0,0,0,Low
